job_id,company,source,title,location,url,date_found,match_score,title_score,description_score,match_reasons
cccfe1bd-f15b-4fe5-b044-c793e7961c1b,Palantir,lever,"Forward Deployed Software Engineer, Internship - Defense Tech","Washington, D.C.",https://jobs.lever.co/palantir/cccfe1bd-f15b-4fe5-b044-c793e7961c1b,2026-08-07,33,25,8,title: internship (+10); title: defense (+15); description: defense (+8)
8bcf4f33-0a79-4248-bbfd-49ac4be9dd8e,Palantir,lever,"Software Engineer, Internship - Defense Tech","New York, NY",https://jobs.lever.co/palantir/8bcf4f33-0a79-4248-bbfd-49ac4be9dd8e,2026-08-07,33,25,8,title: internship (+10); title: defense (+15); description: defense (+8)
a483f41b-0da9-42ea-8ed6-cbf6eb93cc6d,Palantir,lever,"Software Engineer, Internship - Defense Tech","Palo Alto, CA",https://jobs.lever.co/palantir/a483f41b-0da9-42ea-8ed6-cbf6eb93cc6d,2026-08-07,33,25,8,title: internship (+10); title: defense (+15); description: defense (+8)
f17e98d0-046a-4e6e-9d65-ed0b12dd0ff7,Palantir,lever,"Software Engineer, Internship - Defense Tech","Washington, D.C.",https://jobs.lever.co/palantir/f17e98d0-046a-4e6e-9d65-ed0b12dd0ff7,2026-08-07,33,25,8,title: internship (+10); title: defense (+15); description: defense (+8)
0a838e66-1ab0-4fc4-b4d3-4671c0352278,Palantir,lever,"Software Engineer, New Grad - Defense","New York, NY",https://jobs.lever.co/palantir/0a838e66-1ab0-4fc4-b4d3-4671c0352278,2026-08-07,33,25,8,title: new grad (+10); title: defense (+15); description: defense (+8)
18d901fc-93bb-4d18-9f04-c72031e20d79,Palantir,lever,"Software Engineer, New Grad - Defense","Washington, D.C.",https://jobs.lever.co/palantir/18d901fc-93bb-4d18-9f04-c72031e20d79,2026-08-07,33,25,8,title: new grad (+10); title: defense (+15); description: defense (+8)
f362d7aa-360d-4059-ab38-f482742693b3,Palantir,lever,"Software Engineer, New Grad - Defense","Palo Alto, CA",https://jobs.lever.co/palantir/f362d7aa-360d-4059-ab38-f482742693b3,2026-08-07,33,25,8,title: new grad (+10); title: defense (+15); description: defense (+8)
R5049206-2,GE Vernova,workday,Młodszy Inżynier Elektryk/Junior Electrical Engineer (m/f/d),Wroclaw,https://gevernova.wd5.myworkdayjobs.com/en-US/Vernova_ExternalSite/job/Wroclaw/Modszy-Inynier-Elektryk-Junior-Electrical-Engineer--m-f-d-_R5049206-2,2026-08-07,25,25,0,title: junior (+5); title: electrical (+20)
R5037152-2,GE Vernova,workday,Verification and Validation Intern,Stafford,https://gevernova.wd5.myworkdayjobs.com/en-US/Vernova_ExternalSite/job/Stafford/Verification-and-Validation-Intern_R5037152-2,2026-08-07,40,10,30,title: intern (+10); description: power electronics (+12); description: transmission (+10); description: electrical (+8); description: protection (+10); description score capped at 30
R5039120-3,GE Vernova,workday,Entry Level Technical Field Advisor,2 Locations,https://gevernova.wd5.myworkdayjobs.com/en-US/Vernova_ExternalSite/job/Remote/Entry-Level-Technical-Field-Advisor_R5039120-3,2026-08-07,26,10,16,title: entry level (+10); description: electrical (+8); description: embedded (+8)
R5048822-2,GE Vernova,workday,Engineering Intern,Bucharest,https://gevernova.wd5.myworkdayjobs.com/en-US/Vernova_ExternalSite/job/Bucharest/Engineering-Intern_R5048822-2,2026-08-07,40,10,30,title: intern (+10); description: transmission (+10); description: distribution (+10); description: electrical (+8); description: substation (+12); description score capped at 30
R5049200-2,GE Vernova,workday,Electrical Project Intern,Jakarta,https://gevernova.wd5.myworkdayjobs.com/en-US/Vernova_ExternalSite/job/Jakarta/Electrical-Project-Intern_R5049200-2,2026-08-07,50,30,20,title: intern (+10); title: electrical (+20); description: electrical (+8); description: switchgear (+12)
R5047856-1,GE Vernova,workday,Alternance - Assistant(e) communication interne,Aix-les-Bains,https://gevernova.wd5.myworkdayjobs.com/en-US/Vernova_ExternalSite/job/Aix-les-Bains/Alternance---Assistant-e--communication-interne_R5047856-1,2026-08-07,30,10,20,title: intern (+10); description: transmission (+10); description: distribution (+10)
R5047039-2,GE Vernova,workday,MEA Engineering Intern - TareeGE,Dubai,https://gevernova.wd5.myworkdayjobs.com/en-US/Vernova_ExternalSite/job/Dubai/MEA-Engineering-Intern_R5047039-2,2026-08-07,30,10,20,title: intern (+10); description: electrical (+8); description: substation (+12)
R5041905-2,GE Vernova,workday,Grid Automation & Software Intern,Cairo,https://gevernova.wd5.myworkdayjobs.com/en-US/Vernova_ExternalSite/job/Cairo/Grid-Automation---Software-Intern_R5041905-2,2026-08-07,40,10,30,title: intern (+10); description: power systems (+12); description: electrical (+8); description: protection (+10)
R5047037-2,GE Vernova,workday,Graduate Field Service Engineer,Findlay Township,https://gevernova.wd5.myworkdayjobs.com/en-US/Vernova_ExternalSite/job/Findlay-Township/Graduate-Field-Service-Engineer_R5047037-2,2026-08-07,35,5,30,title: graduate (+5); description: power systems (+12); description: semiconductor (+8); description: electrical (+8); description: switchgear (+12); description: defense (+8); description score capped at 30
R5041528,GE Vernova,workday,DCS Control System Engineer Intern,Zamudio,https://gevernova.wd5.myworkdayjobs.com/en-US/Vernova_ExternalSite/job/Zamudio/DCS-Control-System-Engineer-Intern_R5041528,2026-08-07,32,10,22,title: intern (+10); description: protection and control (+12); description: scada (+10)
R5044812-1,GE Vernova,workday,Procurement Intern,Sao Paulo,https://gevernova.wd5.myworkdayjobs.com/en-US/Vernova_ExternalSite/job/Sao-Paulo/Procurement-Intern_R5044812-1,2026-08-07,38,10,28,title: intern (+10); description: transmission (+10); description: distribution (+10); description: electrical (+8)
R5040199-2,GE Vernova,workday,Graduate Field Service Engineer,Findlay Township,https://gevernova.wd5.myworkdayjobs.com/en-US/Vernova_ExternalSite/job/Findlay-Township/Graduate-Field-Service-Engineer_R5040199-2,2026-08-07,35,5,30,title: graduate (+5); description: power systems (+12); description: semiconductor (+8); description: electrical (+8); description: switchgear (+12); description: defense (+8); description score capped at 30
R5035971-2,GE Vernova,workday,MSc Thesis Opportunities Through a Summer Internship – Multiple Openings,Tampere,https://gevernova.wd5.myworkdayjobs.com/en-US/Vernova_ExternalSite/job/Tampere/MSc-Thesis-Opportunities-Through-a-Summer-Internship---Multiple-Openings_R5035971-2,2026-08-07,40,10,30,title: internship (+10); description: power electronics (+12); description: power systems (+12); description: transmission (+10); description: distribution (+10); description: electrical (+8); description: hardware (+8); description: embedded (+8); description score capped at 30
R5027950-2,GE Vernova,workday,DT Intern,Chennai,https://gevernova.wd5.myworkdayjobs.com/en-US/Vernova_ExternalSite/job/Chennai/DT-Intern_R5027950-2,2026-08-07,40,10,30,title: intern (+10); description: power electronics (+12); description: distribution (+10); description: electrical (+8)
R5022036-2,GE Vernova,workday,Graduate Field Service Engineer Electrical,Findlay Township,https://gevernova.wd5.myworkdayjobs.com/en-US/Vernova_ExternalSite/job/Findlay-Township/Graduate-Field-Service-Engineer-Electrical_R5022036-2,2026-08-07,45,25,20,title: graduate (+5); title: electrical (+20); description: electrical (+8); description: switchgear (+12)
R14384,National Renewable Energy Laboratory,workday,Graduate (6-12 month) Intern - Data Center Load Modeling for Transmission Planning Studies,2 Locations,https://nrel.wd5.myworkdayjobs.com/en-US/NLR/job/Golden-CO/Graduate--6-12-month--Intern---Data-Center-Load-Modeling-for-Transmission-Planning-Studies_R14384,2026-08-07,55,25,30,title: intern (+10); title: data center (+15); description: data center electrical (+12); description: power electronics (+12); description: power systems (+12); description: transmission (+10); description: protection (+10); description score capped at 30
R14394,National Renewable Energy Laboratory,workday,Undergraduate/graduate intern - software and data infrastructure for autonomous thin film experimentation (Year-Round),"Golden, CO",https://nrel.wd5.myworkdayjobs.com/en-US/NLR/job/Golden-CO/Undergraduate-graduate-intern---software-and-data-infrastructure-for-autonomous-thin-film-experimentation--Year-Round-_R14394,2026-08-07,26,10,16,title: intern (+10); description: semiconductor (+8); description: hardware (+8)
cc3ec6ea-b462-448a-96a7-819a308c290c,Energy Vault,lever,"Intern, Power Electronics Engineering – Power Systems",United States,https://jobs.lever.co/EnergyVault/cc3ec6ea-b462-448a-96a7-819a308c290c,2026-08-07,72,60,12,title: intern (+10); title: power electronics (+25); title: power systems (+25); description: power electronics (+12)
/job/California---San-Ramon/Application-Engineering-Intern_2026-22385,Schweitzer Engineering Laboratories,workday,Application Engineering Intern,California - San Ramon,https://selinc.wd1.myworkdayjobs.com/en-US/SEL/job/California---San-Ramon/Application-Engineering-Intern_2026-22385,2026-08-07,28,10,18,title: intern (+10); description: electrical (+8); description: protection (+10)
/job/Washington---Pullman/Mechanical-Engineering-Intern_2026-22469,Schweitzer Engineering Laboratories,workday,Mechanical Engineering Intern,Washington - Pullman,https://selinc.wd1.myworkdayjobs.com/en-US/SEL/job/Washington---Pullman/Mechanical-Engineering-Intern_2026-22469,2026-08-07,30,10,20,title: intern (+10); description: power systems (+12); description: electrical (+8)
/job/Colorado---Lakewood/Drafter-Intern_2026-22482,Schweitzer Engineering Laboratories,workday,Drafter Intern,Colorado - Lakewood,https://selinc.wd1.myworkdayjobs.com/en-US/SEL/job/Colorado---Lakewood/Drafter-Intern_2026-22482,2026-08-07,34,10,24,title: intern (+10); description: power systems (+12); description: relay (+12)
/job/Texas---Houston/Engineering-Intern_2026-20169,Schweitzer Engineering Laboratories,workday,Engineering Intern,Texas - Houston,https://selinc.wd1.myworkdayjobs.com/en-US/SEL/job/Texas---Houston/Engineering-Intern_2026-20169,2026-08-07,34,10,24,title: intern (+10); description: power systems (+12); description: relay (+12)
/job/Australia---Melbourne/Engineering-Intern_2026-22237,Schweitzer Engineering Laboratories,workday,Engineering Intern,Australia - Melbourne,https://selinc.wd1.myworkdayjobs.com/en-US/SEL/job/Australia---Melbourne/Engineering-Intern_2026-22237,2026-08-07,34,10,24,title: intern (+10); description: power systems (+12); description: relay (+12)
92d3f17a-8fc7-4105-862c-2429db8d4859,Pyka,lever,Mechanical Engineering Intern - Dropship Fall 2026,Alameda HQ,https://jobs.lever.co/pyka/92d3f17a-8fc7-4105-862c-2429db8d4859,2026-08-07,36,10,26,title: intern (+10); description: protection (+10); description: hardware (+8); description: embedded (+8)
/job/US-CT-EAST-HARTFORD-ETC--400-Main-St--BLDG-ETC/F135-International-Sustainment-Regional-Manager--Onsite-_01864570,RTX,workday,F135 International Sustainment Regional Manager (Onsite),US-CT-EAST HARTFORD-ETC ~ 400 Main St ~ BLDG ETC,https://globalhr.wd5.myworkdayjobs.com/en-US/REC_RTX_Ext_Gateway/job/US-CT-EAST-HARTFORD-ETC--400-Main-St--BLDG-ETC/F135-International-Sustainment-Regional-Manager--Onsite-_01864570,2026-08-07,30,10,20,title: intern (+10); description: power systems (+12); description: defense (+8)
/job/US-IA-CEDAR-RAPIDS-182--1100-Cimmie-Ave-Ne--BLDG-182/Software-Engineering-Intern--Summer-2027-_01864033,RTX,workday,Software Engineering Intern (Summer 2027),US-IA-CEDAR RAPIDS-182 ~ 1100 Cimmie Ave Ne ~ BLDG 182,https://globalhr.wd5.myworkdayjobs.com/en-US/REC_RTX_Ext_Gateway/job/US-IA-CEDAR-RAPIDS-182--1100-Cimmie-Ave-Ne--BLDG-182/Software-Engineering-Intern--Summer-2027-_01864033,2026-08-07,36,10,26,title: intern (+10); description: protection (+10); description: embedded (+8); description: defense (+8)
/job/US-NV-REMOTE/ITAR-EAR-Internal-Audit-Professional--Remote-_01862087,RTX,workday,ITAR/EAR Internal Audit Professional (Remote),US-NV-REMOTE,https://globalhr.wd5.myworkdayjobs.com/en-US/REC_RTX_Ext_Gateway/job/US-NV-REMOTE/ITAR-EAR-Internal-Audit-Professional--Remote-_01862087,2026-08-07,28,10,18,title: intern (+10); description: protection (+10); description: defense (+8)
/job/US-MA-MARLBOROUGH-MA2--1001-Boston-Post-Rd--BLDG-2/SkillBridge-Intern-DoD---Information-System-Security-Officer---Marlborough--MA_01862583,RTX,workday,"SkillBridge Intern DoD – Information System Security Officer - Marlborough, MA",US-MA-MARLBOROUGH-MA2 ~ 1001 Boston Post Rd ~ BLDG 2,https://globalhr.wd5.myworkdayjobs.com/en-US/REC_RTX_Ext_Gateway/job/US-MA-MARLBOROUGH-MA2--1001-Boston-Post-Rd--BLDG-2/SkillBridge-Intern-DoD---Information-System-Security-Officer---Marlborough--MA_01862583,2026-08-07,36,10,26,title: intern (+10); description: protection (+10); description: hardware (+8); description: defense (+8)
/job/US-AL-HUNTSVILLE-401--401-Jan-Davis-Dr-NW--JAN-DAVIS-401/SkillBridge-Intern-DoD---Information-System-Security-Officer---Huntsville--AL_01862186,RTX,workday,"SkillBridge Intern DoD – Information System Security Officer - Huntsville, AL",US-AL-HUNTSVILLE-401 ~ 401 Jan Davis Dr NW ~ JAN DAVIS 401,https://globalhr.wd5.myworkdayjobs.com/en-US/REC_RTX_Ext_Gateway/job/US-AL-HUNTSVILLE-401--401-Jan-Davis-Dr-NW--JAN-DAVIS-401/SkillBridge-Intern-DoD---Information-System-Security-Officer---Huntsville--AL_01862186,2026-08-07,36,10,26,title: intern (+10); description: protection (+10); description: hardware (+8); description: defense (+8)
/job/PL-18-RZESZOW-120-A04--Ul-Hetmanska-120--BLDG-A04/International-Commodity-Supplier-Assurance-Engineer---Poland_01855373,RTX,workday,International Commodity Supplier Assurance Engineer - Poland,PL-18-RZESZOW-120 A04 ~ Ul Hetmanska 120 ~ BLDG A04,https://globalhr.wd5.myworkdayjobs.com/en-US/REC_RTX_Ext_Gateway/job/PL-18-RZESZOW-120-A04--Ul-Hetmanska-120--BLDG-A04/International-Commodity-Supplier-Assurance-Engineer---Poland_01855373,2026-08-07,26,10,16,title: intern (+10); description: hardware (+8); description: defense (+8)
/job/PL-14-WARSZAWA-049--Ul-Moktowska-49--MOKTOWSKA/International-Commodity-Supplier-Assurance---Poland_01850873,RTX,workday,International Commodity Supplier Assurance - Poland,PL-14-WARSZAWA-049 ~ Ul Moktowska 49 ~ MOKTOWSKA,https://globalhr.wd5.myworkdayjobs.com/en-US/REC_RTX_Ext_Gateway/job/PL-14-WARSZAWA-049--Ul-Moktowska-49--MOKTOWSKA/International-Commodity-Supplier-Assurance---Poland_01850873,2026-08-07,26,10,16,title: intern (+10); description: hardware (+8); description: defense (+8)
/job/PL-14-WARSZAWA-049--Ul-Moktowska-49--MOKTOWSKA/International-Commodity-Supplier-Assurance-Engineer---Poland_01851121,RTX,workday,International Commodity Supplier Assurance Engineer - Poland,PL-14-WARSZAWA-049 ~ Ul Moktowska 49 ~ MOKTOWSKA,https://globalhr.wd5.myworkdayjobs.com/en-US/REC_RTX_Ext_Gateway/job/PL-14-WARSZAWA-049--Ul-Moktowska-49--MOKTOWSKA/International-Commodity-Supplier-Assurance-Engineer---Poland_01851121,2026-08-07,26,10,16,title: intern (+10); description: hardware (+8); description: defense (+8)
8054093,Cloudflare,greenhouse,Brand Social Media Intern (Fall 2026),In-Office,https://boards.greenhouse.io/cloudflare/jobs/8054093?gh_jid=8054093,2026-08-07,38,10,28,title: intern (+10); description: distribution (+10); description: protection (+10); description: hardware (+8)
8093127,Cloudflare,greenhouse,Customer Advocacy Intern (Fall 2026),In-Office,https://boards.greenhouse.io/cloudflare/jobs/8093127?gh_jid=8093127,2026-08-07,28,10,18,title: intern (+10); description: protection (+10); description: hardware (+8)
8013562,Cloudflare,greenhouse,Network Strategy Intern (Fall 2026),In-Office,https://boards.greenhouse.io/cloudflare/jobs/8013562?gh_jid=8013562,2026-08-07,28,10,18,title: intern (+10); description: protection (+10); description: hardware (+8)
8031027,Cloudflare,greenhouse,Network Strategy Intern (Fall 2026),In-Office,https://boards.greenhouse.io/cloudflare/jobs/8031027?gh_jid=8031027,2026-08-07,28,10,18,title: intern (+10); description: protection (+10); description: hardware (+8)
7796077,Cloudflare,greenhouse,Professional Services Intern – Global Customer Services (Fall 2026),In-Office,https://boards.greenhouse.io/cloudflare/jobs/7796077?gh_jid=7796077,2026-08-07,28,10,18,title: intern (+10); description: protection (+10); description: hardware (+8)
8089379,Cloudflare,greenhouse,Research Engineer Intern (Fall 2026),In-Office,https://boards.greenhouse.io/cloudflare/jobs/8089379?gh_jid=8089379,2026-08-07,28,10,18,title: intern (+10); description: protection (+10); description: hardware (+8)
8089407,Cloudflare,greenhouse,Research Engineer Intern (Fall 2026),In-Office,https://boards.greenhouse.io/cloudflare/jobs/8089407?gh_jid=8089407,2026-08-07,28,10,18,title: intern (+10); description: protection (+10); description: hardware (+8)
8089400,Cloudflare,greenhouse,Research Engineer Intern (Fall 2026),In-Office,https://boards.greenhouse.io/cloudflare/jobs/8089400?gh_jid=8089400,2026-08-07,28,10,18,title: intern (+10); description: protection (+10); description: hardware (+8)
8052785,Cloudflare,greenhouse,"Software Engineer Intern (Fall 2026) - Austin, TX",In-Office,https://boards.greenhouse.io/cloudflare/jobs/8052785?gh_jid=8052785,2026-08-07,28,10,18,title: intern (+10); description: protection (+10); description: hardware (+8)
8105728,Cloudflare,greenhouse,U.S. Public Policy and AI Innovation Intern (Fall 2026),In-Office,https://boards.greenhouse.io/cloudflare/jobs/8105728?gh_jid=8105728,2026-08-07,28,10,18,title: intern (+10); description: protection (+10); description: hardware (+8)
8080851,Cloudflare,greenhouse,"Vice President, Internal Audit",Hybrid,https://boards.greenhouse.io/cloudflare/jobs/8080851?gh_jid=8080851,2026-08-07,28,10,18,title: intern (+10); description: protection (+10); description: hardware (+8)
8097345,Samsara,greenhouse,Software Engineer I (New Grad),London - UK2,https://www.samsara.com/company/careers/roles/8097345?gh_jid=8097345,2026-08-07,26,10,16,title: new grad (+10); description: hardware (+8); description: embedded (+8)
8097343,Samsara,greenhouse,"Software Engineer I - New Grad, SF",San Francisco - SF9,https://www.samsara.com/company/careers/roles/8097343?gh_jid=8097343,2026-08-07,26,10,16,title: new grad (+10); description: hardware (+8); description: embedded (+8)
8082093,Samsara,greenhouse,Software Engineering Internship - London,London - UK2,https://www.samsara.com/company/careers/roles/8082093?gh_jid=8082093,2026-08-07,26,10,16,title: internship (+10); description: hardware (+8); description: embedded (+8)
8082091,Samsara,greenhouse,Software Engineering Internship - San Francisco ,San Francisco - SF9,https://www.samsara.com/company/careers/roles/8082091?gh_jid=8082091,2026-08-07,26,10,16,title: internship (+10); description: hardware (+8); description: embedded (+8)
5148101007,Anduril,greenhouse,2027 Electrical Engineer Intern,"Atlanta, Georgia, United States; Boston, Massachusetts, United States; Costa Mesa, California, United States; Irvine, California, United States; Reston, Virginia, United States; Seattle, Washington, United States",https://boards.greenhouse.io/andurilindustries/jobs/5148101007?gh_jid=5148101007,2026-08-07,60,30,30,title: intern (+10); title: electrical (+20); description: electrical (+8); description: hardware (+8); description: embedded (+8); description: defense (+8); description: pcb (+8); description score capped at 30
5153218007,Anduril,greenhouse,2027 Manufacturing Engineer Intern,"Atlanta, Georgia, United States; Boston, Massachusetts, United States; Costa Mesa, California, United States; Irvine, California, United States; Seattle, Washington, United States",https://boards.greenhouse.io/andurilindustries/jobs/5153218007?gh_jid=5153218007,2026-08-07,26,10,16,title: intern (+10); description: hardware (+8); description: defense (+8)
5153187007,Anduril,greenhouse,2027 Mechanical Engineer Intern,"Atlanta, Georgia, United States; Boston, Massachusetts, United States; Costa Mesa, California, United States; Irvine, California, United States; Reston, Virginia, United States; Seattle, Washington, United States",https://boards.greenhouse.io/andurilindustries/jobs/5153187007?gh_jid=5153187007,2026-08-07,34,10,24,title: intern (+10); description: electrical (+8); description: hardware (+8); description: defense (+8)
5180881007,Anduril,greenhouse,"International Deployment Manager, Asia-Pacific","Irvine, California, United States; Washington, District of Columbia, United States",https://boards.greenhouse.io/andurilindustries/jobs/5180881007?gh_jid=5180881007,2026-08-07,26,10,16,title: intern (+10); description: hardware (+8); description: defense (+8)
5199325007,Anduril,greenhouse,"International Deployment Manager, Middle East","Irvine, California, United States; Seattle, Washington, United States; Washington, District of Columbia, United States",https://boards.greenhouse.io/andurilindustries/jobs/5199325007?gh_jid=5199325007,2026-08-07,26,10,16,title: intern (+10); description: hardware (+8); description: defense (+8)
4679080006,Astranis,greenhouse,"Assembly, Integration, and Test Intern Fall 2026",San Francisco,https://job-boards.greenhouse.io/astranis/jobs/4679080006,2026-08-07,26,10,16,title: intern (+10); description: electrical (+8); description: hardware (+8)
4597413006,Astranis,greenhouse,Avionics Engineer Intern (Fall 2026),San Francisco,https://job-boards.greenhouse.io/astranis/jobs/4597413006,2026-08-07,34,10,24,title: intern (+10); description: electrical (+8); description: hardware (+8); description: pcb (+8)
4679105006,Astranis,greenhouse,Electrical Integration Intern - Avionics (Fall 2026),San Francisco,https://job-boards.greenhouse.io/astranis/jobs/4679105006,2026-08-07,46,30,16,title: intern (+10); title: electrical (+20); description: electrical (+8); description: hardware (+8)
4681472006,Astranis,greenhouse,Electrical Reliability Intern (Fall 2026),San Francisco,https://job-boards.greenhouse.io/astranis/jobs/4681472006,2026-08-07,58,30,28,title: intern (+10); title: electrical (+20); description: power electronics (+12); description: electrical (+8); description: hardware (+8)
4601135006,Astranis,greenhouse,"Embedded Software Developer, Network/Payload Software Intern (Fall 2026)",San Francisco,https://job-boards.greenhouse.io/astranis/jobs/4601135006,2026-08-07,49,25,24,title: intern (+10); title: embedded (+15); description: electrical (+8); description: hardware (+8); description: embedded (+8)
4676888006,Astranis,greenhouse,Environmental Test Engineer Intern (Fall 2026),San Francisco,https://job-boards.greenhouse.io/astranis/jobs/4676888006,2026-08-07,26,10,16,title: intern (+10); description: electrical (+8); description: hardware (+8)
4619283006,Astranis,greenhouse,Flight Software Intern (Fall 2026),San Francisco,https://job-boards.greenhouse.io/astranis/jobs/4619283006,2026-08-07,34,10,24,title: intern (+10); description: electrical (+8); description: hardware (+8); description: embedded (+8)
4597559006,Astranis,greenhouse,Harness Design Engineer Intern (Fall 2026),San Francisco,https://job-boards.greenhouse.io/astranis/jobs/4597559006,2026-08-07,36,10,26,title: intern (+10); description: transmission (+10); description: electrical (+8); description: hardware (+8)
4597409006,Astranis,greenhouse,PCB Layout Engineer Intern (Fall 2026),San Francisco,https://job-boards.greenhouse.io/astranis/jobs/4597409006,2026-08-07,34,10,24,title: intern (+10); description: electrical (+8); description: hardware (+8); description: pcb (+8)
4625923006,Astranis,greenhouse,Power Electronics Intern (Fall 2026),San Francisco,https://job-boards.greenhouse.io/astranis/jobs/4625923006,2026-08-07,65,35,30,title: intern (+10); title: power electronics (+25); description: power electronics (+12); description: electrical (+8); description: hardware (+8); description: pcb (+8); description score capped at 30
4614379006,Astranis,greenhouse,Propulsion Engineer Intern (Fall 2026),San Francisco,https://job-boards.greenhouse.io/astranis/jobs/4614379006,2026-08-07,26,10,16,title: intern (+10); description: electrical (+8); description: hardware (+8)
4694853006,Astranis,greenhouse,Radiation Effects Engineer Intern (Fall 2026),San Francisco,https://job-boards.greenhouse.io/astranis/jobs/4694853006,2026-08-07,40,10,30,title: intern (+10); description: semiconductor (+8); description: electrical (+8); description: hardware (+8); description: pcb (+8); description score capped at 30
4677973006,Astranis,greenhouse,Reliability Test Intern (Fall 2026),San Francisco,https://job-boards.greenhouse.io/astranis/jobs/4677973006,2026-08-07,26,10,16,title: intern (+10); description: electrical (+8); description: hardware (+8)
4699071006,Astranis,greenhouse,Software Engineer Intern - Enterprise Systems (Fall 2026),"San Francisco, CA",https://job-boards.greenhouse.io/astranis/jobs/4699071006,2026-08-07,34,10,24,title: intern (+10); description: electrical (+8); description: hardware (+8); description: embedded (+8)
7488508,Waymo,greenhouse,"Machine Learning Engineer Perception LLM/VLM (PhD, New Grad)","Mountain View, CA USA;  San Francisco, CA USA;",https://careers.withwaymo.com/jobs?gh_jid=7488508,2026-08-07,26,10,16,title: new grad (+10); description: electrical (+8); description: hardware (+8)
R0139537,Hitachi Energy,workday,Internship-Project Engineer(TR),"Hitachi, Ibaraki, Japan",https://hitachi.wd1.myworkdayjobs.com/en-US/hitachi/job/Hitachi-Ibaraki-Japan/Internship-Project-Engineer-TR-_R0139537,2026-08-07,40,10,30,title: internship (+10); description: transmission (+10); description: distribution (+10); description: electrical (+8); description: protection (+10); description: switchgear (+12); description score capped at 30
R5014071-1,GE Vernova,workday,GE Vernova Power Conversion Engineering Intern/Co-Op - Fall 2026,Findlay Township,https://gevernova.wd5.myworkdayjobs.com/en-US/Vernova_ExternalSite/job/Findlay-Township/GE-Vernova-Power-Conversion-Engineering-Intern-Co-Op---Fall-2026_R5014071-1,2026-08-07,98,49,49,"AI: This is an explicitly stated internship role in power conversion engineering, perfectly matching power systems, hardware, and electrical engineering backgrounds."
R5020805-3,GE Vernova,workday,GE Power Conversion & Storage Graduate Engineering Training Programme - ELECTRICAL,Rugby,https://gevernova.wd5.myworkdayjobs.com/en-US/Vernova_ExternalSite/job/Rugby/GE-Power-Conversion---Storage-Graduate-Engineering-Training-Programme---ELECTRICAL_R5020805-3,2026-08-07,95,47,47,"AI: This is an explicit graduate engineering training programme in electrical engineering, perfectly suited for new graduates."
R5048156-2,GE Vernova,workday,Customer Support Engineering Intern - NYSC,Lagos,https://gevernova.wd5.myworkdayjobs.com/en-US/Vernova_ExternalSite/job/Lagos/Customer-Support-Engineering-Intern---ECGIP_R5048156-2,2026-08-07,90,45,45,"AI: This is an internship role at GE Vernova requiring an engineering degree, making it an excellent fit for an entry-level power systems or electrical engineering candidate."
R5045680-2,GE Vernova,workday,Wind Engineering Internship - Summer 2027,2 Locations,https://gevernova.wd5.myworkdayjobs.com/en-US/Vernova_ExternalSite/job/Greenville/Wind-Engineering-Internship---Summer-2027_R5045680-2,2026-08-07,100,50,50,AI: This is an explicit engineering internship targeting students in Electrical Engineering and related fields with clear pathways to new grad development programs.
R5049176-3,GE Vernova,workday,GE Vernova Digital Technology Internship - Summer 2027,3 Locations,https://gevernova.wd5.myworkdayjobs.com/en-US/Vernova_ExternalSite/job/Atlanta/GE-Vernova-Digital-Technology-Internship---Summer-2027_R5049176-3,2026-08-07,85,42,42,"AI: This is a targeted summer internship role at GE Vernova with potential engineering focus tracks, making it a strong fit for a student or new grad in technical fields."
R5049161-2,GE Vernova,workday,GE Vernova Nuclear - Field Services Spring Internship 2027,Wilmington NC USA,https://gevernova.wd5.myworkdayjobs.com/en-US/Vernova_ExternalSite/job/Wilmington-NC-USA/GE-Vernova-Nuclear---Field-Services-Internship-2027_R5049161-2,2026-08-07,95,47,47,"AI: This is an explicit engineering internship position in the energy sector involving field engineering, maintenance, and technical training, making it an excellent fit for an engineering student."
R5048552-2,GE Vernova,workday,GE Vernova Nuclear Engineering Co-Op/Intern - Spring 2027,Wilmington NC USA,https://gevernova.wd5.myworkdayjobs.com/en-US/Vernova_ExternalSite/job/Wilmington-NC-USA/GE-Vernova-Nuclear-Engineering-Co-Op-Intern---Spring-2027_R5048552-2,2026-08-07,95,47,47,"AI: This is an explicit internship/co-op position in nuclear and power generation engineering, making it a stellar fit for an electrical, power, or hardware engineering student."
R5048563-2,GE Vernova,workday,GE Vernova Nuclear Engineering Intern - Summer 2027,Wilmington NC USA,https://gevernova.wd5.myworkdayjobs.com/en-US/Vernova_ExternalSite/job/Wilmington-NC-USA/GE-Vernova-Nuclear-Engineering-Intern---Summer-2027_R5048563-2,2026-08-07,95,47,47,"AI: This is an explicit internship role in the nuclear and power generation engineering sector, perfectly matching an entry-level electrical or power systems candidate."
R5047174-2,GE Vernova,workday,Junior Service Customer Account Manager MEAT,Dammam,https://gevernova.wd5.myworkdayjobs.com/en-US/Vernova_ExternalSite/job/Dammam/Junior-Service-Customer-Account-Manager-MEAT_R5047174-2,2026-08-07,75,37,37,"AI: The role is entry-level and prefers engineering graduates with a foundational understanding of industrial electrical systems, though it is focused on account management rather than direct technical design."
